39,21,3,0,7.0,13,1,0
158,17,3,0,18.875,123,11,1
85,24,2,0,7.6,17,3,1
25,24,2,0,5.5,16,0,0
44,19,4,0,4.625,8,0,0
74,19,1,0,5.25,15,2,1
32,22,1,0,10.0,19,3,1
60,13,2,0,9.166666666666666,32,0,1
35,23,2,0,8.0,19,0,1
34,16,1,0,10.666666666666666,17,1,1
48,15,3,0,6.0,13,0,0
28,19,1,0,6.25,15,0,1
59,33,3,0,11.0,16,4,1
40,17,3,0,5.833333333333333,11,0,0
22,21,2,0,4.75,13,0,0
54,24,4,0,5.875,13,0,1
160,46,3,0,31.2,97,20,1
38,11,3,0,4.571428571428571,13,0,1
24,9,1,0,4.0,7,0,1
13,12,2,0,2.5,4,0,0
30,16,2,0,5.2,12,0,0
10,9,1,0,2.6666666666666665,5,0,0
9,5,1,1,2.3333333333333335,3,0,1
47,19,2,0,8.6,26,3,0
20,19,2,0,4.25,11,0,0
54,20,3,0,8.166666666666666,32,0,1
17,17,2,0,5.0,9,0,0
26,25,1,0,8.0,22,3,1
22,21,2,0,4.75,13,0,0
23,22,2,0,5.0,14,0,0
62,38,3,0,11.6,20,3,1
24,14,3,0,3.1666666666666665,8,1,0
46,15,2,0,6.833333333333333,11,0,1
23,22,2,0,5.0,9,0,0
51,32,3,0,9.4,17,0,1
12,11,2,0,2.25,3,0,0
17,12,2,0,2.6,5,0,0
22,21,2,0,4.75,11,1,0
55,34,3,0,10.2,16,1,1
14,13,2,1,2.75,5,0,1
45,17,3,0,6.666666666666667,19,1,0
39,19,2,0,4.714285714285714,8,0,0
106,12,2,0,7.230769230769231,20,1,1
15,14,2,0,3.0,6,0,0
19,18,2,0,4.0,10,0,0
29,28,2,0,6.5,20,0,0
9,9,1,0,4.0,5,0,0
114,18,2,0,18.166666666666668,79,1,1
45,15,3,0,4.111111111111111,7,0,0
57,25,3,0,8.666666666666666,17,3,0
13,6,1,0,3.6666666666666665,6,0,1
29,14,3,0,5.0,9,0,0
62,27,2,0,8.0,20,2,1
76,12,1,0,8.625,32,1,1
33,16,2,0,4.666666666666667,9,0,0
78,18,3,0,8.875,20,4,1
203,16,1,0,50.0,181,21,1
49,17,2,0,5.25,9,0,0
36,16,1,0,8.25,12,0,1
54,20,3,0,6.857142857142857,16,3,1
17,16,1,0,5.0,12,0,0
44,16,4,0,4.625,12,0,1
24,16,2,0,4.0,8,0,0
20,20,2,0,6.0,12,0,0
20,19,2,0,4.25,11,0,0
104,46,3,0,20.0,41,9,1
32,18,2,0,5.6,15,0,1
46,18,3,0,6.833333333333333,11,3,0
54,19,2,0,5.111111111111111,11,0,1
17,17,2,0,5.0,10,1,0
81,69,4,0,12.666666666666666,47,18,1
62,35,3,0,9.5,17,3,1
48,24,4,0,5.125,13,1,0
136,33,3,0,26.4,84,18,1
42,21,3,0,6.166666666666667,9,0,0
46,19,3,0,6.833333333333333,15,3,0
197,21,3,0,38.6,169,9,1
23,23,2,0,7.0,15,0,0
78,20,1,0,10.285714285714286,32,0,1
30,14,2,0,4.166666666666667,10,0,1
46,16,2,0,6.833333333333333,19,0,1
54,17,3,0,6.857142857142857,13,0,0
72,14,1,0,9.428571428571429,42,2,1
85,16,3,0,5.142857142857143,10,1,1
54,33,2,0,6.857142857142857,26,0,1
22,11,1,0,4.75,8,0,1
18,18,2,0,5.333333333333333,10,0,0
19,18,2,0,4.0,10,0,0
92,27,3,0,10.625,24,4,1
21,10,1,0,3.4,6,0,1
14,13,2,0,2.75,5,0,0
37,16,3,0,5.333333333333333,9,0,0
41,16,2,0,6.0,18,0,1
26,26,2,0,8.0,18,0,0
38,13,3,0,5.5,9,1,0
20,19,2,0,4.25,11,0,0
46,16,2,0,6.833333333333333,19,0,1
21,21,2,0,6.333333333333333,13,0,0
23,23,2,0,7.0,15,1,0
104,34,3,0,16.5,41,8,1
137,30,3,0,22.0,84,17,1
27,27,2,0,8.333333333333334,19,0,0
62,35,3,0,11.6,17,4,1
14,13,2,0,2.75,6,0,0
116,28,7,0,8.75,22,4,1
21,20,2,0,4.5,12,1,0
95,18,2,0,12.714285714285714,32,1,1
70,33,3,0,13.2,21,5,1
14,14,2,0,4.0,6,0,0
21,20,2,0,4.5,12,0,0
75,24,4,0,8.5,37,1,1
34,18,3,0,4.833333333333333,7,1,0
49,16,2,0,7.333333333333333,26,0,1
31,30,2,0,7.0,14,0,1
77,25,3,0,12.0,28,8,1
22,21,2,0,4.75,13,0,0
52,19,3,0,5.625,12,1,1
25,14,3,0,2.7142857142857144,5,0,1
62,32,3,0,11.6,15,3,1
119,31,3,0,23.0,69,14,1
33,14,3,0,3.857142857142857,6,0,0
47,23,2,0,5.0,16,1,1
24,24,2,0,7.333333333333333,16,0,0
20,15,1,0,6.0,11,0,1
132,22,4,0,12.3,37,3,1
40,18,3,0,5.833333333333333,8,1,0
26,12,2,0,3.5,7,0,0
61,13,2,0,7.857142857142857,32,0,1
20,20,2,0,6.0,12,1,0
51,15,3,0,6.428571428571429,17,1,1
16,16,2,0,4.666666666666667,8,0,0
75,28,3,0,14.2,28,6,1
32,31,2,0,7.25,21,0,1
18,18,2,0,5.333333333333333,10,0,0
63,16,3,0,9.666666666666666,27,4,0
21,20,2,0,4.5,12,0,0
63,10,2,0,11.8,43,5,1
68,24,3,0,5.9,17,2,1
30,17,2,0,5.2,11,0,0
18,18,2,0,5.333333333333333,10,0,0
20,19,2,0,4.25,11,0,0
72,13,2,0,9.428571428571429,32,0,1
22,22,3,0,4.75,12,0,0
33,33,3,0,7.5,23,1,0
19,18,2,0,4.0,10,0,0
70,8,2,0,7.875,31,8,1
16,16,2,0,4.666666666666667,8,0,0
12,7,1,0,3.3333333333333335,4,0,1
57,29,3,0,8.666666666666666,21,2,1
14,14,2,0,4.0,6,0,0
47,27,3,0,7.0,18,1,0
47,16,2,0,7.0,24,0,1
90,40,3,0,6.0,23,0,1
24,23,2,0,5.25,15,0,0
15,14,1,0,4.333333333333333,10,0,1
33,32,2,0,7.5,14,0,1
12,11,1,0,3.3333333333333335,7,0,0
40,16,2,0,5.833333333333333,17,0,1
20,19,2,0,4.25,11,0,0
20,20,2,0,6.0,12,0,0
40,39,2,0,9.25,30,3,1
45,19,2,0,4.75,9,0,1
268,15,16,0,12.45,38,33,1
35,17,3,0,5.0,9,0,0
57,23,2,0,6.25,18,1,1
12,11,2,0,2.25,5,0,0
21,21,2,0,6.333333333333333,13,0,0
15,14,3,0,2.2,3,0,0
25,11,3,0,4.2,9,1,0
57,15,1,0,13.5,39,3,1
20,19,2,0,4.25,11,0,0
21,20,2,0,4.5,12,0,0
41,15,2,0,9.5,25,2,0
99,51,2,0,15.666666666666666,32,4,1
30,30,2,0,9.333333333333334,22,0,0
150,24,3,0,15.777777777777779,63,5,1
18,17,2,0,3.75,9,1,0
30,19,3,0,5.2,11,0,0
32,18,2,0,5.6,12,0,0
37,19,3,0,6.6,12,0,0
23,22,2,0,5.0,14,0,0
24,23,1,0,7.333333333333333,19,1,1
30,12,3,0,3.4285714285714284,6,1,0
41,14,2,0,6.0,14,2,0
18,18,2,0,5.333333333333333,10,0,0
20,19,3,0,3.2,9,0,0
19,19,2,0,5.666666666666667,11,0,0
36,20,3,0,6.4,12,1,0
30,18,3,0,5.2,10,0,0
34,16,2,0,4.833333333333333,11,0,1
45,19,3,0,6.666666666666667,15,3,0
41,16,2,0,7.4,19,0,1
47,26,2,0,7.0,22,1,1
21,20,2,0,4.5,12,0,0
16,15,2,0,3.25,7,0,0
91,27,3,0,17.4,47,10,1
33,32,2,0,7.5,24,0,0
40,28,3,0,7.2,20,1,0
74,30,3,0,9.714285714285714,34,6,0
132,84,5,0,15.625,63,3,1
17,16,2,0,3.5,8,0,0
21,20,2,0,4.5,12,0,0
158,32,3,0,25.5,97,19,1
13,12,2,0,2.5,4,0,0
28,28,2,0,8.666666666666666,20,1,0
27,11,2,0,4.6,7,0,1
130,11,1,0,6.705882352941177,15,8,1
26,15,2,0,4.4,11,0,1
18,11,2,0,2.8,5,0,1
43,29,3,0,6.333333333333333,17,0,1
55,20,3,0,5.222222222222222,12,0,1
37,15,2,0,4.428571428571429,9,0,0
16,16,2,0,4.666666666666667,8,1,0
71,6,6,0,5.545454545454546,19,6,1
20,19,2,0,4.25,11,1,0
18,18,2,0,5.333333333333333,10,0,0
69,21,2,0,9.0,32,0,1
17,17,2,0,5.0,9,0,0
36,19,4,0,4.285714285714286,6,1,0
16,15,3,0,2.4,4,0,0
34,33,2,0,7.75,21,1,0
20,19,2,0,4.25,11,0,0
35,17,3,0,5.0,9,0,0
35,22,1,0,6.2,18,0,1
33,26,3,0,5.8,18,0,1
41,17,2,0,5.0,9,0,0
41,17,3,0,6.0,11,0,0
62,13,3,0,8.0,25,3,1
77,14,3,0,7.666666666666667,23,3,1
156,23,4,0,16.444444444444443,76,9,1
92,45,3,0,17.6,28,8,1
15,15,2,0,4.333333333333333,7,0,0
40,28,3,0,7.2,14,0,0
67,19,2,0,6.555555555555555,12,3,1
15,14,2,0,3.0,6,0,0
15,14,2,0,3.0,6,1,0
31,17,2,0,4.333333333333333,9,0,0
44,18,3,0,5.428571428571429,10,0,1
28,27,2,0,6.25,19,0,0
19,18,2,0,4.0,10,1,0
17,13,2,0,2.6,6,0,0
22,21,3,0,3.6,11,0,0
24,24,2,0,7.333333333333333,16,0,0
199,17,2,0,39.0,169,9,1
40,29,3,0,7.2,21,0,0
76,15,2,0,7.555555555555555,15,2,1
64,17,3,0,5.5,13,0,0
118,19,8,0,7.5,25,3,1
22,21,2,0,4.75,13,1,0
51,19,2,0,6.428571428571429,16,1,1
230,13,2,0,37.5,169,9,1
29,17,1,0,6.5,14,0,1
59,13,4,0,6.5,17,3,1
87,19,2,0,8.777777777777779,23,4,1
24,23,2,0,5.25,15,0,0
60,17,1,0,11.2,32,0,1
31,30,2,0,7.0,14,1,1
53,11,3,0,6.714285714285714,19,2,0
51,19,3,0,7.666666666666667,17,1,0
15,14,2,0,3.0,6,0,0
36,17,2,0,5.166666666666667,9,1,0
64,23,2,0,9.833333333333334,32,1,1
92,14,5,0,5.642857142857143,14,2,1
29,29,2,0,9.0,18,2,0
14,13,2,0,2.75,5,1,0
16,16,1,0,7.5,12,0,0
70,25,2,0,9.142857142857142,22,3,1
34,22,4,0,4.0,8,0,1
216,19,3,0,30.0,169,9,1
62,31,3,0,11.6,15,3,1
130,8,3,0,13.555555555555555,47,17,1
31,9,1,0,5.4,16,0,0
21,20,2,0,4.5,12,0,0
43,17,3,0,6.333333333333333,13,0,0
49,16,2,0,7.333333333333333,26,0,1
28,13,2,0,6.25,14,1,1
38,16,2,0,5.5,15,0,1
36,17,2,0,4.285714285714286,9,0,0
172,20,1,0,20.625,76,4,1
128,16,3,0,15.125,52,14,1
13,12,2,0,2.5,4,0,0
28,27,2,0,6.25,19,0,0
66,11,2,0,8.571428571428571,34,4,1
57,33,3,0,10.6,16,2,1
47,19,2,0,7.0,18,0,0
14,13,2,0,2.75,6,0,0
69,15,1,0,13.0,32,0,1
62,10,4,0,6.875,17,4,1
80,13,1,0,9.125,32,0,1
18,18,2,0,5.333333333333333,10,0,0
38,28,2,0,5.5,13,0,1
107,11,5,0,5.0,15,4,1
25,16,2,0,4.2,7,0,0
300,88,12,0,13.333333333333334,63,25,1
26,25,2,0,5.75,17,0,0
22,21,2,0,4.75,13,0,0
17,16,2,0,3.5,8,0,0
36,16,3,0,5.166666666666667,8,1,0
28,27,2,0,6.25,20,2,0
14,13,2,0,2.75,6,0,0
15,14,2,0,3.0,6,0,0
47,13,4,0,5.857142857142857,21,3,1
32,19,4,0,4.5,8,0,0
23,22,2,0,5.0,14,0,0
36,16,2,0,6.4,18,0,0
20,20,3,0,4.25,9,0,0
33,17,2,0,5.8,10,0,0
24,23,2,0,5.25,15,1,0
207,14,3,0,28.714285714285715,169,9,1
83,31,3,0,8.333333333333334,23,2,1
31,13,1,0,7.0,16,2,0
28,11,2,0,3.8333333333333335,9,0,0
82,24,3,0,9.375,32,1,1
49,16,2,0,7.333333333333333,26,0,1
87,38,3,0,11.571428571428571,28,5,1
22,21,3,0,3.6,11,0,0
15,14,1,0,4.333333333333333,10,0,0
65,15,2,0,7.25,14,2,1
53,9,2,0,5.75,9,1,1
20,19,2,0,4.25,11,0,0
22,21,2,0,4.75,13,0,0
35,11,1,0,6.2,10,1,1
72,26,5,0,8.125,31,4,0
282,29,4,0,30.444444444444443,169,9,1
52,16,2,0,7.833333333333333,29,0,1
20,19,2,0,4.25,12,1,1
18,17,2,0,3.75,9,0,0
40,17,3,0,5.833333333333333,10,1,0
23,12,2,0,3.8,9,0,0
52,19,3,0,5.625,11,0,0
75,21,1,0,11.666666666666666,32,1,1
38,16,2,0,6.8,16,1,0
17,16,1,0,5.0,12,0,1
48,18,2,0,4.444444444444445,10,2,1
21,20,2,0,4.5,12,0,0
66,45,6,0,6.444444444444445,19,0,1
24,23,3,0,4.0,13,0,0
17,16,2,0,3.5,8,1,0
101,26,3,0,5.8,11,3,1
55,16,2,0,13.0,38,8,0
12,11,1,0,3.3333333333333335,7,0,0
41,19,2,0,7.4,13,1,1
27,26,2,0,6.0,18,0,0
82,21,2,0,10.857142857142858,24,6,1
47,15,3,0,5.0,8,0,0
71,16,2,0,8.0,32,0,1
67,21,3,0,12.6,33,7,0
75,13,4,0,7.444444444444445,23,4,1
46,17,3,0,5.714285714285714,10,0,0
13,12,1,0,3.6666666666666665,8,0,0
139,22,3,0,11.727272727272727,28,10,1
35,17,2,0,6.2,16,2,0
16,16,2,0,4.666666666666667,8,0,0
63,17,1,0,9.666666666666666,32,0,1
35,17,3,0,5.0,9,0,0
19,19,2,0,5.666666666666667,11,0,0
47,9,1,0,5.0,9,1,1
22,22,2,0,6.666666666666667,14,0,0
46,17,1,0,4.875,13,0,1
50,16,2,0,6.285714285714286,12,2,1
32,17,1,0,4.5,13,0,1
99,20,3,0,9.0,32,0,1
18,17,2,0,3.75,9,0,0
62,31,2,0,8.0,23,1,1
49,23,2,0,5.25,15,0,1
109,22,5,0,11.222222222222221,69,9,1
50,22,2,0,6.285714285714286,13,0,0
60,34,2,0,11.2,26,6,0
30,17,1,0,4.166666666666667,13,0,0
46,13,2,0,5.714285714285714,13,0,0
20,20,2,0,6.0,12,0,0
10,10,2,0,2.6666666666666665,3,0,0
28,17,2,0,3.142857142857143,9,0,1
22,21,3,0,3.6,10,0,0
62,32,4,0,6.0,14,1,1
13,12,1,0,3.6666666666666665,9,1,1
93,34,3,0,17.8,41,8,1
16,16,2,0,4.666666666666667,8,0,0
72,9,2,0,5.636363636363637,8,0,1
23,22,2,0,5.0,14,0,0
27,21,2,0,4.6,13,0,0
63,20,1,0,9.666666666666666,22,2,1
42,18,2,0,6.166666666666667,14,1,1
126,11,6,0,9.583333333333334,53,9,1
52,26,6,0,4.3,8,2,0
34,33,4,0,4.833333333333333,15,1,0
22,15,2,0,2.8333333333333335,9,0,1
50,11,1,0,9.2,27,10,1
43,16,3,0,5.285714285714286,18,0,1
61,27,3,0,9.333333333333334,20,3,1
62,32,3,0,11.6,16,4,1
21,20,3,0,3.4,10,0,0
35,17,3,0,5.0,9,0,0
81,30,3,0,6.454545454545454,19,1,1
56,17,3,0,6.125,14,0,0
43,20,4,0,5.285714285714286,13,0,1
19,14,1,0,4.0,11,0,1
124,15,3,0,16.857142857142858,73,18,1
25,24,2,0,5.5,16,0,0
40,19,3,0,4.857142857142857,8,0,1
121,33,3,0,23.4,69,14,1
108,19,3,0,9.9,32,2,1
13,12,2,0,2.5,4,0,0
23,23,2,0,7.0,15,0,0
47,20,2,0,7.0,16,0,1
22,21,3,0,3.6,8,0,1
62,39,1,0,9.5,36,1,1
19,19,2,0,5.666666666666667,11,0,0
16,15,2,0,3.25,7,0,0
40,21,5,0,4.125,8,1,0
38,13,3,0,3.875,8,1,1
85,31,3,0,11.285714285714286,35,3,1
58,18,2,0,8.833333333333334,15,2,1
144,42,3,0,28.0,84,20,1
52,20,2,0,7.833333333333333,17,0,1
62,33,3,0,11.6,17,4,1
42,32,3,0,7.6,14,1,1
17,17,2,0,5.0,9,0,0
56,22,4,0,5.333333333333333,11,1,1
77,14,4,0,6.8,26,2,1
44,21,3,0,5.428571428571429,13,0,1
35,17,3,0,5.0,9,0,0
84,21,3,0,8.444444444444445,28,3,1
28,21,2,0,4.8,13,0,0
35,20,2,0,6.2,13,0,1
54,27,2,0,8.166666666666666,23,0,1
31,30,2,0,7.0,22,0,0
19,18,2,0,4.0,10,0,0
25,12,1,0,5.5,11,0,1
29,18,2,0,5.0,9,0,0
19,18,2,0,4.0,10,0,0
37,36,2,0,8.5,23,0,0
62,11,2,0,11.6,28,7,1
135,10,2,0,26.2,109,13,1
17,16,2,0,3.5,8,0,0
50,14,4,0,4.666666666666667,8,0,0
11,10,2,0,2.0,3,0,0
59,19,3,0,9.0,19,4,0
60,20,1,0,11.2,32,0,1
25,24,2,0,5.5,17,2,0
25,25,2,0,7.666666666666667,17,0,0
15,14,2,0,3.0,6,0,0
24,12,2,0,4.0,8,1,1
19,19,2,0,5.666666666666667,11,0,0
16,15,2,0,3.25,7,0,0
30,18,2,0,5.2,10,0,0
12,11,2,0,2.25,4,0,0
29,28,3,0,5.0,10,0,0
31,20,3,0,5.4,12,1,0
24,23,2,0,5.25,15,0,0
17,16,2,0,3.5,8,0,0
238,19,2,0,25.555555555555557,169,10,1
22,21,2,0,4.75,13,0,0
25,15,1,0,5.5,11,0,0
93,27,3,0,10.75,37,2,1
27,26,2,0,6.0,18,0,0
28,19,3,0,4.8,11,1,0
20,19,2,0,4.25,11,0,0
20,19,2,0,4.25,11,0,0
43,32,3,0,7.8,14,0,1
275,15,15,0,12.8,28,29,1
25,24,2,0,5.5,16,0,0
31,13,2,0,4.333333333333333,8,0,0
73,14,2,0,9.571428571428571,32,0,1
27,26,2,0,6.0,15,0,1
56,12,3,0,6.125,12,0,0
21,20,2,0,4.5,12,0,0
132,22,3,0,18.0,78,6,1
11,10,1,0,3.0,6,0,1
51,12,3,0,7.666666666666667,23,4,0
73,21,2,0,9.571428571428571,25,5,1
20,20,2,0,6.0,12,0,0
45,16,2,0,6.666666666666667,22,0,1
66,24,2,0,12.4,32,5,0
149,12,4,0,9.0,29,8,1
39,17,3,0,5.666666666666667,10,0,0
93,20,2,0,9.444444444444445,32,1,1
64,13,1,0,12.0,32,0,1
18,18,2,0,5.333333333333333,10,0,0
22,22,2,0,6.666666666666667,14,1,0
25,25,2,0,7.666666666666667,17,0,0
38,21,3,0,6.8,13,1,0
17,16,2,0,3.5,8,0,0
19,18,2,0,4.0,10,0,0
101,23,2,0,7.5,19,2,1
36,25,3,0,5.166666666666667,9,0,0
16,16,2,0,4.666666666666667,8,0,0
155,26,2,0,10.142857142857142,32,4,1
139,33,3,0,22.333333333333332,84,19,1
21,20,3,0,3.4,10,1,0
31,17,3,0,4.333333333333333,9,0,1
25,15,3,0,4.2,8,0,1
28,20,3,0,4.8,12,1,0
32,24,2,0,5.6,16,0,0
31,18,1,0,5.4,14,0,1
35,17,2,0,5.0,12,0,0
55,16,3,0,8.333333333333334,31,5,0
27,21,3,0,4.6,11,0,1
60,20,2,0,7.714285714285714,16,3,1
15,14,2,0,3.0,6,0,0
16,16,2,0,4.666666666666667,8,0,0
37,16,2,0,5.333333333333333,14,0,1
27,11,1,0,6.0,7,0,1
103,22,6,0,9.4,60,9,1
64,22,3,0,6.222222222222222,15,1,1
30,29,2,0,6.75,13,0,1
37,14,3,0,4.428571428571429,7,0,1
32,17,2,0,5.6,13,0,0
107,14,3,0,8.818181818181818,26,3,1
22,21,2,0,4.75,13,0,0
38,17,3,0,5.5,9,0,0
46,14,3,0,8.4,25,5,0
23,22,2,0,5.0,14,0,0
81,20,1,0,12.666666666666666,32,3,1
92,31,2,0,12.285714285714286,32,1,1
22,21,2,0,4.75,13,1,0
45,19,2,0,6.666666666666667,15,0,1
31,13,3,0,4.333333333333333,6,0,0
18,18,2,0,5.333333333333333,10,0,0
27,26,2,0,6.0,18,1,0
18,17,2,0,3.75,9,0,0
22,21,3,0,3.6,11,0,0
71,20,4,0,8.0,17,3,1
28,19,3,0,4.8,8,1,0
62,19,2,0,6.875,14,2,0
216,14,2,0,30.0,169,10,1
53,15,3,0,5.0,10,2,1
13,12,2,0,2.5,4,0,0
24,16,3,0,3.1666666666666665,6,1,0
23,22,2,0,5.0,14,0,0
20,19,2,0,4.25,11,0,0
32,18,2,0,5.6,12,1,1
81,18,1,0,10.714285714285714,19,2,1
16,16,2,0,4.666666666666667,9,0,0
16,16,2,0,4.666666666666667,8,0,1
36,17,3,0,5.166666666666667,9,0,0
44,16,3,0,5.428571428571429,12,1,0
81,16,2,0,8.11111111111111,32,1,1
16,15,2,0,3.25,7,0,0
27,19,3,0,4.6,11,0,0
123,34,3,0,23.8,70,15,1
26,25,2,0,5.75,17,0,0
199,17,2,0,39.0,169,9,1
136,22,4,0,6.611111111111111,32,2,1
106,23,3,0,9.7,25,3,1
18,18,2,0,5.333333333333333,10,0,0
29,15,2,0,4.0,8,0,1
140,14,4,0,7.8125,19,4,1
22,18,2,0,3.6,11,0,1
61,13,2,0,7.857142857142857,32,0,1
44,21,1,0,6.5,17,0,1
16,16,2,0,4.666666666666667,8,0,0
20,14,1,0,4.25,7,1,1
39,20,3,1,5.666666666666667,8,1,1
87,17,4,0,7.8,23,4,1
33,16,3,0,3.857142857142857,9,1,0
28,27,2,0,6.25,19,0,0
21,20,2,0,4.5,12,0,0
21,20,2,0,4.5,12,0,0
96,35,3,0,15.166666666666666,28,9,1
23,17,1,0,5.0,13,0,0
18,18,2,0,5.333333333333333,10,0,0
20,20,2,0,6.0,11,0,0
21,20,2,0,4.5,12,0,0
37,13,4,1,4.428571428571429,14,0,1
60,18,2,0,9.166666666666666,20,3,1
33,12,3,0,4.666666666666667,9,1,0
21,20,2,0,4.5,12,0,0
35,17,2,0,5.0,10,0,1
24,24,3,0,5.25,13,0,0
91,44,3,0,17.4,28,8,1
33,16,3,0,3.857142857142857,9,0,1
32,18,2,0,5.6,12,1,0
59,16,3,0,6.5,15,1,0
11,10,2,0,2.0,3,0,0
15,14,2,0,3.0,6,0,0
47,27,3,0,5.857142857142857,16,0,1
18,18,2,0,5.333333333333333,10,0,0
37,16,2,0,5.333333333333333,14,0,1
39,16,1,0,7.0,13,1,1
22,11,2,0,3.6,9,1,0
71,20,4,0,8.0,17,3,1
65,22,2,0,8.428571428571429,32,0,1
36,12,1,0,6.4,11,1,1
26,12,2,0,3.5,6,0,0
63,30,3,0,11.8,17,4,1
50,14,2,0,6.285714285714286,11,1,1
66,17,6,0,6.444444444444445,18,3,1
26,25,2,0,5.75,17,0,0
56,14,2,0,7.142857142857143,17,1,1
15,14,2,0,3.0,6,0,0
